,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
alpha,0.25310287701278034,0.0063773185999553795,0.14405312838574028,0.04283387676320596,0.14201862669801713,0.23089471072877565,0.3395098128962705,0.5998857399704165,510.23372423897075,1.0001268342116583
sigma_y,2.394181901433429,0.01799287498695978,0.3256086718690924,1.8527132501070542,2.1635536734267253,2.353312921655884,2.6012210557509237,3.115572559422528,327.484538608723,1.0032704837516422
level[1],-2.3057142394361954,0.08419802141076074,2.139268750137244,-6.506724948436249,-3.7717461036413624,-2.2921782079657804,-0.908598396775016,2.0457327112122483,645.5455954014465,1.0015971695087051
level[2],0.5663877961539385,0.09246319100950907,1.9354793442169678,-3.4012217317571722,-0.697657891590515,0.5105016826466369,1.852768382696147,4.524471470351649,438.1666577765461,1.002299085558537
level[3],0.7795871955030591,0.07711471791965777,1.7765212719295904,-2.697953316900514,-0.39101306283701287,0.7675907547770014,1.9740998598283923,4.33246291640156,530.7210037048048,1.0039188699251789
level[4],1.6374190134868123,0.09128047174228966,1.8090133511253388,-2.1037529658096705,0.5059151321248345,1.5772818261591843,2.8835668933267717,5.049825182767345,392.76048936947166,1.0047424929884727
level[5],1.2943944322292453,0.08714810891955868,1.8450553721292233,-2.2436251187218272,0.04045444265411964,1.3001946296444236,2.5804229931015734,5.01345395286884,448.2320158443391,1.0059888866889433
level[6],0.6385534992826747,0.08203115852001742,1.6798379436159374,-2.4872681131880903,-0.4967954997714882,0.6301116879717303,1.8451448159868584,3.8617188839655547,419.35042090610597,1.0011753318918415
level[7],-0.205838063399613,0.08262127781438892,1.774997563411157,-3.7297277469861347,-1.3053295099865054,-0.21833323144218364,1.0611745208898107,3.33306220916346,461.5425099833831,0.9997634583731244
level[8],0.7596348187274722,0.08692282878702627,1.862986716302497,-2.9449152000615175,-0.47814178542813524,0.8001141552926783,1.9103560012994905,4.3237960731184195,459.35855994461025,0.9996357570219038
level[9],1.2338821694286972,0.0841064256819505,1.78283041761972,-2.0660555156632396,-0.008358116957014548,1.157876891050626,2.3461677155912124,5.168034318252782,449.32617274367163,0.9991737192515312
level[10],1.9054700492883208,0.09284379956081143,1.8028759252577302,-1.7895076618176988,0.794040282853413,1.951246391785968,3.008561468621668,5.592318425616078,377.0733750494654,1.000673598937582
level[11],2.8292219658654236,0.09869985684251621,1.8071756396249399,-0.7405864233054409,1.7296545466780215,2.7836105173951085,3.9928451844196085,6.4567159363380995,335.24914736035663,1.0020112939366561
level[12],3.043935342063299,0.09652561551911822,1.8747298785243418,-0.5652755854155429,1.8228094513237556,2.9955178594309912,4.2999005296184585,6.616662157635737,377.2178562748224,1.000546492260798
level[13],1.5323547917544154,0.08825706574824288,1.7910608065935216,-1.8050912586041186,0.3404246745351056,1.5246801105073895,2.764854302057655,5.089709499443233,411.8335199405561,1.007090489053658
level[14],0.03621714845535149,0.07867034824544872,1.8208327185513156,-3.409876862261677,-1.2268128364099438,-0.011904389164703849,1.2012437580442767,4.082713618973497,535.6954429928272,1.0050121519929611
level[15],0.2553558417768686,0.09316598939849392,1.9170494485855143,-3.4963911522408773,-1.0482805737683623,0.31089286273674843,1.5942849068218024,3.8552807485563965,423.4009515195292,1.00077332989811
level[16],-2.3846160418768103,0.09442884351141899,1.8101181178777492,-6.143109878733011,-3.551399408593177,-2.331485950255943,-1.22023728944205,1.0813608957683365,367.455277344132,1.004725253701871
level[17],-0.7481365931769733,0.10503379761217817,1.8387864705086598,-4.216144740928743,-2.0069482264548704,-0.8074514042341118,0.5135808586657773,2.9694301928422973,306.48164000367154,1.0042406877581118
